Latitude,Longitude,Altitude
32.16670230776335,34.80470319700689,1586.8688293797895
32.164504431992626,34.81608999303601,-2827.8229289408773
32.1649764563389,34.808442790638274,2566.1637699902058
32.16415294241703,34.816997799121424,-2636.318252056837
32.168802465839285,34.813829711825655,78.31220992933959
32.168841671064506,34.81375072324594,23.988392984494567
32.169020748991436,34.80579285340289,-2327.8141754372045
32.16890052209003,34.81375882171954,47.52594459056854
32.16890641746765,34.813723122580114,56.46068826876581
32.16880510687168,34.81367487436201,57.13799793366343
32.16883343084599,34.81372414847668,45.942605532705784
32.164107583435495,34.82089122908506,-1463.8571550985798
32.16412652555797,34.81692460947807,-2627.416533776559
32.16407142268379,34.82091991088726,-1457.1269517512992
32.16413431917068,34.820843263297554,-1480.1293349321932
32.16878095022978,34.8137585365331,58.73568754643202
32.16883756394797,34.813686816955986,53.767524126917124
32.168879715379866,34.813656452671154,59.06525663565844
32.16891192101312,34.81351362583568,71.28922503441572
32.168819110081046,34.813543960068024,45.45169001817703
32.168810999505055,34.81340233268852,58.98220757674426
32.16884612187731,34.813386304815005,51.771111148409545
32.16881429401589,34.813316796147845,34.19555576797575
32.17146745298624,34.82584380803703,-2258.0341872386634
32.17145232424053,34.82575249015892,-2258.7444103760645
32.168831625312414,34.81296795003809,53.65481892321259
32.16883854439252,34.812844139165755,51.54288928024471
32.16884664722834,34.812770812058936,52.694104042835534
32.16882199999366,34.81269855174263,47.18736174702644
32.16888745575806,34.812573866360246,47.59005443286151
32.168808342937695,34.812562278530436,40.27103736810386
32.16436980806002,34.82022345182763,-1292.3073640353978
32.16889493730825,34.81240352373054,45.56594708375633
32.16409799322728,34.81945694803265,-1458.898846693337
32.1640900875269,34.8193529813836,-1463.5180109320208
32.16883454194642,34.81228424528433,43.579919135198
32.168938556668444,34.81224278111253,45.570012643933296
32.17544601594147,34.81888406247337,-993.7915638862178
32.1679234458022,34.82309315383759,-2062.1609142879024
32.16884098090008,34.812063135543326,51.6207357076928
32.16880935784883,34.811970741597015,45.609153896570206
32.16879658621586,34.811946529014676,48.48582611884922
32.168709358974326,34.81177773597834,35.012771463021636
32.16880625154588,34.811752825678106,36.612550302408636
32.16874982810339,34.811640993319564,37.062370331957936
32.16401991994926,34.81859079213524,-1469.315623017028
32.16875699606322,34.81139513567479,55.73473674617708
32.16873856370708,34.81125665045509,45.49032115750015
32.16879938022975,34.81112991898978,54.692429998889565
32.16878975013823,34.811076396725696,41.579533936455846
32.16881807079626,34.810927592244035,49.202497355639935
32.16878804299031,34.81093363722471,55.18649576790631
32.168772155387906,34.81094556363372,49.573956162668765
32.16885470193357,34.81086581679105,52.41939883027226
32.168714594427264,34.81085272379306,30.563953505828977
32.168696661274375,34.81078383115756,66.53745083790272
32.16874322060093,34.81077117279581,58.037573443725705
32.16870477098533,34.81077719067492,69.4714467972517
32.16861088790222,34.810760895608965,60.6479358933866
32.16847235259083,34.81083046363104,56.165172493085265
32.16846083073927,34.81067973869842,46.93966808356345
32.16837380543514,34.810717458763584,50.48135990276933
32.16834972641787,34.81063415546509,73.4473503511399
32.16835279933027,34.810525205454205,65.9498639125377
32.16818793612462,34.81057009156974,62.32389874663204
32.168021390073726,34.81059028819136,23.60818553622812
32.16793992154181,34.8104550180955,44.74150186125189
32.16788639906585,34.810415099949324,53.70879089832306
32.16786234152288,34.810350617021975,59.08344290126115
32.16781910741833,34.81037576418063,34.83530681300908
32.16782599623919,34.81029632964498,47.70468224119395
32.1678585902964,34.81021338263252,30.525093633681536
32.167910334645974,34.81010333157508,54.36618359293789
32.16793442360967,34.81008304292345,46.68556780554354
32.16798111809576,34.809890417018984,70.43139672279358
32.167882794234266,34.810038654513846,37.978404922410846
32.167943802573454,34.80992413962932,45.14542936068028
32.16795251142133,34.809815050962385,50.509627723135054
32.167927274757936,34.809846179003934,28.654780730605125
32.16320396159379,34.816835446293744,-1466.7369784126058
32.16322355391889,34.816818175587606,-1466.8595355609432
32.16796205281762,34.80961795342192,50.82937016617507
32.167929763682835,34.80955657312481,52.31749401148409
32.167869361485444,34.8094499384683,61.78704976197332
32.168072508242304,34.809448940630844,30.52588869445026
32.167957087850986,34.80931679256775,56.67492583114654
32.167875760152214,34.80916287250729,62.773981623351574
32.168004726598625,34.80924903245888,34.51691744476557
32.16804970679007,34.80918876676676,40.68980289623141
32.16806350462861,34.80911395668766,43.83025600668043
32.16809471313815,34.80903260854811,47.87625175900757
32.16812061128719,34.80891073330788,51.4546369118616
32.1681145828376,34.808882659129466,51.34148011729121
32.16810513920895,34.808811701387185,53.069226116873324
32.1681248865731,34.8088652625833,36.75766834709793
32.168155276471616,34.80868911818919,62.08363163843751
32.16807720599321,34.80859026537453,66.79899394605309
32.16818855030204,34.8086390418602,71.85829206928611
32.168275102473636,34.80872724555173,82.64414487965405
32.16828243931797,34.80872406643972,47.11112496908754
32.16370664632631,34.81202012207159,-2593.9613587595522
32.168299825542036,34.80879578217039,63.47859463561326
32.16840560152148,34.808733806272414,57.84702002629638
32.168446916088364,34.8087823711006,47.52323158085346
32.168554265304,34.808796809426205,39.06481076683849
32.164075938782965,34.81216539310901,-2590.75421315711
32.16878017728226,34.8088513837122,36.42280691862106
32.16883127359589,34.80885726802624,31.303930079564452
32.16882769341486,34.80892715267708,37.453205002471805
32.169361834245635,34.800759915428905,-2405.3474043933675
32.16899891569605,34.80898780795216,46.93001485429704
32.1644864435201,34.81239442275821,-2582.7715069632977
32.16908526987034,34.809045866987354,10.502638975158334
32.16440017246176,34.816286597673894,-1438.8361546760425
32.16440909710578,34.81626541530795,-1451.033093098551
32.16914765631681,34.809256320824566,51.8510074345395
32.169240360823814,34.80930796807325,73.52163076307625
32.16958432725698,34.801269110019966,-2398.4580712532625
32.16909884809901,34.80950203166619,39.945398514159024
32.16908807376452,34.809587518243596,27.8156804041937
32.169485829275736,34.801550531314895,-2413.9222205886617
32.16905372401256,34.80981942309807,44.576955332420766
32.16902417596392,34.809940520617836,44.71935802232474
32.168994042939026,34.80999516968915,27.787851193919778
32.16941461315377,34.8019985532506,-2421.2406124025583
32.169339428102425,34.802109861399366,-2419.657991860062
32.168884168272335,34.810378992970506,52.3261698493734
32.16891126751599,34.81039007798918,37.938721522688866
32.16888208991679,34.8105500573341,34.270513493567705
32.168857673244304,34.81069174057439,79.90471140481532
32.168843873558565,34.81078478036612,85.43266407959163
32.16875497522186,34.81081195356783,52.374501867219806
32.168770935075294,34.810741741534876,38.581960152834654
32.16877941723964,34.810857874534435,51.48306734953076
32.16874798034097,34.810833890015196,58.429379996843636
32.16875900766315,34.81085276319105,53.00435273069888
32.16881402364724,34.81095862796816,28.748170000500977
32.17237374058793,34.80078578484463,-2686.192488402128
32.16870779743824,34.81107872630374,41.57647180464119
32.16878534643543,34.811180537567175,26.632384815253317
32.168812452948956,34.81118136626224,5.610189185477793
32.168824522412024,34.81139372335705,21.55376806948334
32.16878340396425,34.81151889302576,45.68935265764594
32.16874983942898,34.81157652974391,43.81172078195959
32.16877923441137,34.811747233569704,49.63450619019568
32.168778971653644,34.81176884771111,27.781492992304265
32.16930988058603,34.803742718628335,-2434.502136447467
32.168825504628515,34.812159717570815,72.5475355219096
32.16409869750499,34.81927015841406,-1403.475603855215
32.16414523723436,34.819311336627415,-1428.7514768783003
32.168827671833405,34.81227540260429,52.0326300309971
32.16882958892416,34.812355707067994,50.086902062408626
32.16887861535958,34.81238129697899,40.858425178565085
32.16886824573643,34.81249180781928,52.36632566805929
32.16884417240334,34.81257024061611,36.021139374002814
32.17243524307418,34.802548731991344,-2671.109120974317
32.16885107882051,34.812805854719336,46.338301012292504
32.16887884079723,34.812823756453206,38.496636528521776
32.16884505398289,34.812961024054125,46.34833688288927
32.16886510697903,34.812976124368426,22.32466953713447
32.169351154810315,34.80494001274999,-2450.0622768737376
32.16882774552906,34.813214714557326,38.86032376438379
32.1688031056366,34.81325201870244,60.23921303451061
32.16884807611648,34.81338398330731,35.034611941315234
32.172392371094304,34.80323867183049,-2663.3067528968677
32.172441949323456,34.80333552134488,-2661.4215461779386
32.16886458381166,34.81355886309163,47.79540592152625
32.16881265713366,34.81362626786772,47.325601210817695
32.16938476351305,34.80539521213883,-2446.835096255876
32.168880309769456,34.813554342617145,53.12392676435411
32.16456568329223,34.808741130746135,2405.1084484178573
32.16880128538844,34.81352893209978,66.83507349714637
32.16383451250043,34.80228842978447,-594.5569915128872
32.16364304313405,34.8094000611651,1876.8093579439446
32.168888609269764,34.81352959024146,48.65287965722382
